10,4
10,4
10,1
10,1
10,4
10,1
10,6
10,1
10,9
10,1
10,9
10,1
10,1
10,0
10,3
10,2
10,3
10,0
10,1
10,0
10,4
10,0
20,11
20,1
20,8
20,3
20,6
20,2
20,1
20,1
20,1
20,0
20,18
20,3
20,10
20,2
20,16
20,3
20,16
20,4
20,15
20,2
20,4
20,0
30,28
30,6
30,29
30,6
30,25
30,5
30,8
30,2
30,22
30,4
30,1
30,0
30,28
30,5
30,21
30,4
30,6
30,1
30,4
30,1
30,25
30,6
40,17
40,5
40,26
40,6
40,10
40,3
40,8
40,4
40,17
40,6
40,23
40,8
40,32
40,7
40,10
40,4
40,25
40,7
40,15
40,4
40,22
40,6
50,39
50,12
50,18
50,5
50,40
50,12
50,21
50,7
50,36
50,11
50,45
50,14
50,31
50,10
50,8
50,3
50,49
50,16
50,24
50,7
50,16
50,5
60,30
60,11
60,30
60,10
60,59
60,20
60,20
60,8
60,49
60,17
60,39
60,15
60,35
60,12
60,43
60,14
60,16
60,6
60,27
60,10
60,44
60,15
70,54
70,21
70,56
70,22
70,16
70,7
70,21
70,9
70,8
70,5
70,22
70,10
70,24
70,10
70,63
70,25
70,47
70,18
70,66
70,25
70,66
70,26
80,49
80,24
80,64
80,30
80,67
80,29
80,37
80,17
80,32
80,15
80,67
80,30
80,25
80,12
80,66
80,29
80,74
80,33
80,57
80,27
80,1
80,2
90,32
90,17
90,56
90,28
90,87
90,42
90,81
90,41
90,46
90,24
90,68
90,33
90,22
90,12
90,71
90,36
90,65
90,32
90,28
90,16
90,12
90,7
100,43
100,25
100,84
100,47
100,43
100,25
100,40
100,23
100,42
100,24
100,42
100,39
100,15
100,15
100,63
100,56
100,66
100,56
100,43
100,37
100,8
100,8
110,73
110,69
110,37
110,36
110,13
110,14
110,41
110,39
110,12
110,14
110,34
110,34
110,73
110,69
110,26
110,27
110,5
110,6
110,64
110,61
110,95
110,88
120,56
120,58
120,112
120,111
120,18
120,21
120,38
120,42
120,57
120,59
120,118
120,115
120,27
120,28
120,29
120,33
120,38
120,41
120,41
120,45
120,107
120,104
130,52
130,59
130,79
130,91
130,50
130,57
130,31
130,33
130,54
130,64
130,25
130,32
130,53
130,62
130,128
130,133
130,23
130,27
130,5
130,6
130,82
130,91
140,96
140,112
140,124
140,146
140,34
140,43
140,2
140,4
140,14
140,20
140,6
140,9
140,128
140,149
140,35
140,38
140,35
140,37
140,104
140,104
140,90
140,89
150,20
150,24
150,77
150,80
150,142
150,151
150,119
150,128
150,86
150,93
150,121
150,126
150,139
150,150
150,137
150,141
150,69
150,75
150,127
150,134
150,145
150,154
160,79
160,89
160,10
160,13
160,142
160,162
160,24
160,29
160,153
160,168
160,95
160,105
160,159
160,182
160,101
160,116
160,100
160,116
160,74
160,89
160,153
160,138
170,22
170,20
170,7
170,8
170,102
170,88
170,164
170,144
170,36
170,31
170,136
170,122
170,10
170,10
170,101
170,90
170,11
170,12
170,20
170,20
170,59
170,57
180,22
180,25
180,67
180,65
180,76
180,74
180,46
180,46
180,49
180,49
180,95
180,89
180,139
180,130
180,133
180,126
180,8
180,8
180,18
180,19
180,48
180,45
190,152
190,150
190,71
190,73
190,170
190,169
190,43
190,45
190,134
190,134
190,79
190,83
190,138
190,159
190,78
190,117
190,133
190,161
190,70
190,84
190,96
190,117
200,145
200,183
200,165
200,210
200,137
200,147
200,79
200,84
200,68
200,75
200,183
200,197
200,67
200,75
200,82
200,92
200,54
200,61
200,66
200,74
200,164
200,178
210,45
210,54
210,79
210,92
210,45
210,67
210,6
210,8
210,169
210,214
210,145
210,211
210,145
210,178
210,6
210,14
210,72
210,82
210,38
210,65
210,161
210,224
220,71
220,114
220,178
220,231
220,112
220,175
220,151
220,198
220,2
220,11
220,105
220,167
220,34
220,46
220,41
220,75
220,3
220,4
220,173
220,233
220,73
220,98
230,18
230,25
230,145
230,217
230,85
230,137
230,98
230,138
230,31
230,40
230,155
230,186
230,176
230,218
230,71
230,86
230,77
230,95
230,68
230,80
230,224
230,269
240,36
240,48
240,162
240,209
240,102
240,128
240,185
240,237
240,172
240,213
240,134
240,167
240,78
240,103
240,84
240,109
240,175
240,221
240,215
240,271
240,90
240,112
250,133
250,180
250,234
250,299
250,137
250,187
250,132
250,175
250,148
250,192
250,172
250,225
250,2
250,3
250,195
250,253
250,224
250,298
250,110
250,150
250,201
250,263
260,183
260,252
260,191
260,264
260,68
260,95
260,151
260,205
260,196
260,275
260,188
260,254
260,163
260,223
260,5
260,8
260,209
260,284
260,245
260,338
260,131
260,192
270,155
270,232
270,192
270,290
270,120
270,173
270,44
270,91
270,31
270,68
270,249
270,551
270,183
270,311
270,249
270,414
270,254
270,388
270,238
270,345
270,166
270,247
280,144
280,223
280,72
280,111
280,66
280,97
280,149
